2023/188/09:28:15 M410 18 FBK     RECEIVE,HRPT,093443,HSB,FPATH3,WB,660
2023/188/09:28:25 M420 18 FBK     INGEST,HRPT,093443,WB,SPATH2,DPSS
2023/188/09:28:35 M430 18 FBK     RECEIVE,GAC,4A,LSB,FPATH1,PTPR,5650
2023/188/09:28:45 M440 18 FBK     RECEIVE,GAC,5A,MSB,FPATH2,PTPR,6900
2023/188/09:32:35 M470 18     S C REC,END,GAC,4A
2023/188/09:32:38 A020 18 HAW     CMT,HRPT,END
2023/188/09:32:40 M480 18 FBK     AOSL,093443
2023/188/09:33:40 M510 18 FBK     CMT,HRPT,093443,HSB
2023/188/09:33:45 M520 18 FBK     TAPE,LOG,HRPT,093443,HSB,FPATH3,WB,660
2023/188/09:33:50 M530 18 FBK     TAPE,LOG,GAC,4A,LSB,FPATH1,PTPR,5650
2023/188/09:33:55 M540 18 FBK     TAPE,LOG,GAC,5A,MSB,FPATH2,PTPR,6900
2023/188/09:34:50 M600 18 FBK S C PBK,START,GAC,4A,LSB
2023/188/09:35:05 M610 18 FBK S C PBK,START,GAC,5A,MSB
2023/188/09:37:31 M620 18 FBK S C PBK,END,GAC,4A,LSB
2023/188/09:37:31 M630 18 FBK     RECEIVE,GAC,4B,LSB,FPATH1,PTPR,6900
2023/188/09:37:36 M640 18 FBK     TAPE,LOG,GAC,4B,LSB,FPATH1,PTPR,6900
2023/188/09:37:41 M650 18 FBK S C PBK,START,GAC,4B,LSB
2023/188/09:38:17 M670 18 FBK S C PBK,END,GAC,5A,MSB
2023/188/09:38:17 M680 18 FBK     RECEIVE,GAC,1B,MSB,FPATH2,PTPR,6900
2023/188/09:38:22 M690 18 FBK     TAPE,LOG,GAC,1B,MSB,FPATH2,PTPR,6900
2023/188/09:38:27 M700 18 FBK S C PBK,START,GAC,1B,MSB
2023/188/09:40:53 M730 18 FBK S C PBK,END,GAC,4B,LSB
2023/188/09:41:39 M740 18 FBK S C PBK,END,GAC,1B,MSB
2023/188/09:43:00 M750 11 FBK     AOS,060581
2023/188/09:45:40 M810 18 FBK     CMT,HRPT,END
2023/188/09:46:40 M890 18 FBK     INGEST,GAC,4A,093443,WB,SPATH2,DPSS,5650
2023/188/09:46:45 M900 18 FBK     XFR,START,GAC,4A,093443,PTPR,WB,5650,LSB,2023/188/09:34:50,2023/188/09:37:31
2023/188/09:49:26 M920 18 FBK     CMT,GAC,4A,XFR,END
2023/188/09:49:26 M930 18 FBK     XFR,END,GAC,4A,093443
2023/188/09:49:41 M950 18 FBK     INGEST,GAC,5A,093443,WB,SPATH2,DPSS,6900
2023/188/09:49:46 M960 18 FBK     XFR,START,GAC,5A,093443,PTPR,WB,6900,MSB,2023/188/09:35:05,2023/188/09:38:17
2023/188/09:52:58 M980 18 FBK     CMT,GAC,5A,XFR,END
2023/188/09:52:58 M990 18 FBK     XFR,END,GAC,5A,093443
2023/188/09:53:13 N010 18 FBK     INGEST,GAC,4B,093443,WB,SPATH2,DPSS,6900
2023/188/09:53:18 N020 18 FBK     XFR,START,GAC,4B,093443,PTPR,WB,6900,LSB,2023/188/09:37:41,2023/188/09:40:53
2023/188/09:53:20 N030 23 WAL     AOS,034935
2023/188/09:56:30 N110 18 FBK     CMT,GAC,4B,XFR,END
2023/188/09:56:30 N120 18 FBK     XFR,END,GAC,4B,093443
2023/188/09:56:45 N140 18 FBK     INGEST,GAC,1B,093443,WB,SPATH2,DPSS,6900
2023/188/09:56:50 N150 18 FBK     XFR,START,GAC,1B,093443,PTPR,WB,6900,MSB,2023/188/09:38:27,2023/188/09:41:39
2023/188/10:00:02 N160 18 FBK     CMT,GAC,1B,XFR,END
2023/188/10:00:02 N170 18 FBK     XFR,END,GAC,1B,093443
2023/188/10:41:00 N300 24 FBK     AOS,012268
2023/188/10:42:20 N340 19     S C REC,START,GAC,1B
2023/188/10:42:30 N350 15     S C REC,START,GAC,3B
2023/188/10:46:25 N380 19 SVL     RECEIVE,HRPT,074281,LSB,SPATH7,WB,860
2023/188/10:46:35 N390 19 SVL     INGEST,HRPT,074281,WB,0,DPSS
2023/188/10:46:45 N400 19 SVL     RECEIVE,GAC,5B,MSB,SPATH6,PTPR,6415
2023/188/10:48:15 N470 19     S C REC,END,GAC,5B
2023/188/10:48:20 N480 19 SVL     AOSH,074281
2023/188/10:48:25 N510 15     S C REC,END,GAC,4A
2023/188/10:48:30 N520 19 SVL     CMT,HRPT,074281,LSB
2023/188/10:48:35 N530 19 SVL     TAPE,LOG,HRPT,074281,LSB,SPATH7,WB,860
2023/188/10:48:40 N540 19 SVL     TAPE,LOG,GAC,5B,MSB,SPATH6,PTPR,6415
2023/188/10:49:40 N570 19 SVL S C PBK,START,GAC,5B,MSB
2023/188/10:52:40 N610 19 SVL S C PBK,END,GAC,5B,MSB
2023/188/11:03:50 N680 19 SVL     CMT,HRPT,END
2023/188/11:15:55 N750 18     S C REC,START,GAC,1A
2023/188/11:21:50 N790 18     S C REC,END,GAC,2B
2023/188/11:23:20 N800 11 FBK     AOS,060582
2023/188/11:33:40 N860 23 FBK     AOS,034936
2023/188/12:26:20 O050 15     S C REC,START,GAC,2B
2023/188/12:27:55 O070 15 WAL     RECEIVE,HRPT,030817,MSB,WPATH2,NB,760
2023/188/12:28:05 O080 15 WAL     RECEIVE,GAC,3B,ESB,WPATH3,PTPR,6575
2023/188/12:31:35 O090 19     S C REC,START,GAC,2A
2023/188/12:32:15 O110 15     S C REC,END,GAC,3B
2023/188/12:32:20 O120 15 WAL     AOSL,030817
2023/188/12:32:20 O130 15 WAL     CMT,HRPT,030817,MSB
2023/188/12:32:25 O160 15 WAL     TAPE,LOG,HRPT,030817,MSB,WPATH2,NB,760
2023/188/12:32:30 O170 15 WAL     TAPE,LOG,GAC,3B,ESB,WPATH3,PTPR,6575
2023/188/12:33:30 O200 15 WAL S C PBK,START,GAC,3B,ESB
2023/188/12:36:34 O250 15 WAL S C PBK,END,GAC,3B,ESB
2023/188/12:36:34 O260 15 WAL     RECEIVE,GAC,4A,ESB,WPATH3,PTPR,6900
2023/188/12:36:39 O270 15 WAL     TAPE,LOG,GAC,4A,ESB,WPATH3,PTPR,6900
2023/188/12:36:44 O280 15 WAL S C PBK,START,GAC,4A,ESB
2023/188/12:37:10 O290 24 FBK     AOS,012269
2023/188/12:37:30 O310 19     S C REC,END,GAC,1B
2023/188/12:39:56 O340 15 WAL S C PBK,END,GAC,4A,ESB
2023/188/12:39:56 O350 15 WAL     RECEIVE,GAC,1A,ESB,WPATH3,PTPR,6900
2023/188/12:40:01 O370 15 WAL     TAPE,LOG,GAC,1A,ESB,WPATH3,PTPR,6900
2023/188/12:40:05 O380 19 WAL     RECEIVE,HRPT,074282,LSB,WPATH1,WB,680
2023/188/12:40:06 O390 15 WAL S C PBK,START,GAC,1A,ESB
2023/188/12:40:15 O400 19 WAL     INGEST,HRPT,074282,WB,SPATH1,DPSS
2023/188/12:40:25 O410 19 WAL     RECEIVE,GAC,1B,MSB,WPATH7,PTPR,6900
2023/188/12:43:18 O420 15 WAL S C PBK,END,GAC,1A,ESB
2023/188/12:44:30 O430 19 WAL     AOSH,074282
2023/188/12:44:40 O470 19 WAL     CMT,HRPT,074282,LSB
2023/188/12:44:45 O480 19 WAL     TAPE,LOG,HRPT,074282,LSB,WPATH1,WB,680
2023/188/12:44:50 O490 19 WAL     TAPE,LOG,GAC,1B,MSB,WPATH7,PTPR,6900
2023/188/12:45:50 O530 19 WAL S C PBK,START,GAC,1B,MSB
2023/188/12:46:00 O540 15 WAL     CMT,HRPT,END
2023/188/12:49:02 O630 19 WAL S C PBK,END,GAC,1B,MSB
2023/188/12:57:00 O660 19 WAL     CMT,HRPT,END
2023/188/12:58:40 O750 19 WAL     INGEST,GAC,1B,074282,WB,SPATH1,DPSS,6900
2023/188/12:58:45 O760 19 WAL     XFR,START,GAC,1B,074282,PTPR,WB,6900,MSB,2023/188/12:45:50,2023/188/12:49:02
2023/188/13:01:57 O800 19 WAL     CMT,GAC,1B,XFR,END
2023/188/13:01:57 O810 19 WAL     XFR,END,GAC,1B,074282
2023/188/13:02:47 O860 15 WAL     INGEST,GAC,3B,030817,WB,SPATH1,DPSS,6575
2023/188/13:02:52 O870 15 WAL     XFR,START,GAC,3B,030817,PTPR,WB,6575,ESB,2023/188/12:33:30,2023/188/12:36:34
2023/188/13:05:10 O880 18     S C REC,START,GAC,5A
2023/188/13:05:56 O890 15 WAL     CMT,GAC,3B,XFR,END
2023/188/13:05:56 O900 15 WAL     XFR,END,GAC,3B,030817
2023/188/13:06:11 O920 15 WAL     INGEST,GAC,4A,030817,WB,SPATH1,DPSS,6900
2023/188/13:06:16 O930 15 WAL     XFR,START,GAC,4A,030817,PTPR,WB,6900,ESB,2023/188/12:36:44,2023/188/12:39:56
2023/188/13:09:28 O940 15 WAL     CMT,GAC,4A,XFR,END
2023/188/13:09:28 O950 15 WAL     XFR,END,GAC,4A,030817
2023/188/13:09:43 O970 15 WAL     INGEST,GAC,1A,030817,WB,SPATH1,DPSS,6900
2023/188/13:09:48 O980 15 WAL     XFR,START,GAC,1A,030817,PTPR,WB,6900,ESB,2023/188/12:40:06,2023/188/12:43:18
2023/188/13:11:05 O990 18     S C REC,END,GAC,1A
2023/188/13:13:00 P000 15 WAL     CMT,GAC,1A,XFR,END
2023/188/13:13:00 P010 15 WAL     XFR,END,GAC,1A,030817
2023/188/13:13:15 P030 15 WAL     INGEST,HRPT,0,030817,WB,SPATH1,DPSS,760
2023/188/13:13:20 P040 15 WAL     XFR,START,HRPT,0,030817,PTPR,WB,760
2023/188/13:19:50 P070 15 WAL     CMT,HRPT,0,XFR,END
2023/188/13:19:50 P080 15 WAL     XFR,END,HRPT,0,030817
2023/188/13:24:00 P100 03 WAL     AOS,024202
2023/188/13:27:10 P130 03 WAL     CMT,MHRPT,024202,NW in use
2023/188/13:29:40 P160 23 FBK     AOS,034937
2023/188/13:35:50 P220 03 WAL     CMT,MHRPT,END
2023/188/14:06:50 P370 15     S C REC,START,GAC,3B
2023/188/14:08:25 P390 15 WAL     RECEIVE,HRPT,030818,MSB,WPATH2,NB,610
2023/188/14:08:35 P400 15 WAL     RECEIVE,GAC,2B,ESB,WPATH3,PTPR,6375
2023/188/14:10:50 P410 01 WAL     AOS,056045
2023/188/14:12:45 P440 15     S C REC,END,GAC,2B
2023/188/14:12:50 P450 15 WAL     AOSL,030818
2023/188/14:13:10 P480 01 WAL     CMT,MHRPT,056045,NW in use
2023/188/14:14:10 P510 15 WAL     CMT,HRPT,030818,MSB
2023/188/14:14:15 P520 15 WAL     TAPE,LOG,HRPT,030818,MSB,WPATH2,NB,610
2023/188/14:14:20 P530 15 WAL     TAPE,LOG,GAC,2B,ESB,WPATH3,PTPR,6375
2023/188/14:15:20 P590 15 WAL S C PBK,START,GAC,2B,ESB
2023/188/14:18:19 P600 15 WAL S C PBK,END,GAC,2B,ESB
2023/188/14:18:30 P610 19     S C REC,START,GAC,3A
2023/188/14:20:05 P630 19 WAL     RECEIVE,HRPT,074283,LSB,WPATH1,WB,840
2023/188/14:20:15 P640 19 WAL     INGEST,HRPT,074283,WB,SPATH1,DPSS
2023/188/14:20:25 P650 19 WAL     RECEIVE,GAC,2A,MSB,WPATH7,PTPR,6760
2023/188/14:24:25 P680 19     S C REC,END,GAC,2A
2023/188/14:24:30 P690 19 WAL     AOSH,074283
2023/188/14:25:00 P740 19 WAL     CMT,HRPT,074283,LSB
2023/188/14:25:05 P750 19 WAL     TAPE,LOG,HRPT,074283,LSB,WPATH1,WB,840
2023/188/14:25:10 P760 19 WAL     TAPE,LOG,GAC,2A,MSB,WPATH7,PTPR,6760
2023/188/14:25:20 P780 15 WAL     CMT,HRPT,END
2023/188/14:25:50 P830 01 WAL     CMT,MHRPT,END
2023/188/14:26:10 P880 19 WAL S C PBK,START,GAC,2A,MSB
2023/188/14:29:19 P930 19 WAL S C PBK,END,GAC,2A,MSB
2023/188/14:33:00 P940 24 FBK     AOS,012270
2023/188/14:40:00 Q010 19 WAL     CMT,HRPT,END
2023/188/14:40:40 Q070 19 WAL     INGEST,GAC,2A,074283,WB,SPATH1,DPSS,6760
2023/188/14:40:45 Q080 19 WAL     XFR,START,GAC,2A,074283,PTPR,WB,6760,MSB,2023/188/14:26:10,2023/188/14:29:19
2023/188/14:43:54 Q100 19 WAL     CMT,GAC,2A,XFR,END
2023/188/14:43:54 Q110 19 WAL     XFR,END,GAC,2A,074283
2023/188/14:44:44 Q160 15 WAL     INGEST,GAC,2B,030818,WB,SPATH1,DPSS,6375
2023/188/14:44:49 Q170 15 WAL     XFR,START,GAC,2B,030818,PTPR,WB,6375,ESB,2023/188/14:15:20,2023/188/14:18:19
2023/188/14:47:48 Q180 15 WAL     CMT,GAC,2B,XFR,END
2023/188/14:47:48 Q190 15 WAL     XFR,END,GAC,2B,030818
2023/188/14:48:03 Q210 15 WAL     INGEST,HRPT,0,030818,WB,SPATH1,DPSS,610
2023/188/14:48:08 Q220 15 WAL     XFR,START,HRPT,0,030818,PTPR,WB,610
2023/188/14:53:23 Q250 15 WAL     CMT,HRPT,0,XFR,END
2023/188/14:53:23 Q260 15 WAL     XFR,END,HRPT,0,030818
2023/188/14:54:00 Q280 18     S C REC,START,GAC,3B
2023/188/14:55:35 Q320 18 WAL     RECEIVE,HRPT,093446,HSB,WPATH3,WB,810
2023/188/14:55:45 Q330 18 WAL     INGEST,HRPT,093446,WB,SPATH1,DPSS
2023/188/14:55:55 Q340 18 WAL     RECEIVE,GAC,1A,MSB,WPATH2,PTPR,6900
2023/188/14:56:05 Q350 18 WAL     RECEIVE,GAC,5A,LSB,WPATH1,PTPR,6875
2023/188/14:59:55 Q400 18     S C REC,END,GAC,5A
2023/188/15:00:00 Q410 18 WAL     AOSL,093446
2023/188/15:00:00 Q420 18 WAL     CMT,HRPT,093446,HSB
2023/188/15:00:05 Q450 18 WAL     TAPE,LOG,HRPT,093446,HSB,WPATH3,WB,810
2023/188/15:00:10 Q460 18 WAL     TAPE,LOG,GAC,5A,LSB,WPATH1,PTPR,6875
2023/188/15:00:15 Q470 18 WAL     TAPE,LOG,GAC,1A,MSB,WPATH2,PTPR,6900
2023/188/15:01:10 Q490 18 WAL S C PBK,START,GAC,5A,LSB
2023/188/15:01:25 Q510 18 WAL S C PBK,START,GAC,1A,MSB
2023/188/15:03:00 Q550 03 WAL     AOS,024203
2023/188/15:04:20 Q570 03 WAL     CMT,MHRPT,024203,NW in use
2023/188/15:04:22 Q580 18 WAL S C PBK,END,GAC,5A,LSB
2023/188/15:04:37 Q590 18 WAL S C PBK,END,GAC,1A,MSB
2023/188/15:04:37 Q600 18 WAL     RECEIVE,GAC,2B,LSB,WPATH1,PTPR,6900
2023/188/15:04:42 Q610 18 WAL     TAPE,LOG,GAC,2B,LSB,WPATH1,PTPR,6900
2023/188/15:04:47 Q620 18 WAL S C PBK,START,GAC,2B,LSB
2023/188/15:07:59 Q650 18 WAL S C PBK,END,GAC,2B,LSB
2023/188/15:14:30 Q680 18 WAL     CMT,HRPT,END
2023/188/15:15:30 Q760 18 WAL     INGEST,GAC,5A,093446,WB,SPATH1,DPSS,6875
2023/188/15:15:35 Q770 18 WAL     XFR,START,GAC,5A,093446,PTPR,WB,6875,LSB,2023/188/15:01:10,2023/188/15:04:22
2023/188/15:16:40 Q800 03 WAL     CMT,MHRPT,END
2023/188/15:18:46 Q830 18 WAL     CMT,GAC,5A,XFR,END
2023/188/15:18:46 Q840 18 WAL     XFR,END,GAC,5A,093446
2023/188/15:19:01 Q860 18 WAL     INGEST,GAC,1A,093446,WB,SPATH1,DPSS,6900
2023/188/15:19:06 Q870 18 WAL     XFR,START,GAC,1A,093446,PTPR,WB,6900,MSB,2023/188/15:01:25,2023/188/15:04:37
2023/188/15:22:18 Q930 18 WAL     CMT,GAC,1A,XFR,END
2023/188/15:22:18 Q940 18 WAL     XFR,END,GAC,1A,093446
2023/188/15:22:33 Q960 18 WAL     INGEST,GAC,2B,093446,WB,SPATH1,DPSS,6900
2023/188/15:22:38 Q970 18 WAL     XFR,START,GAC,2B,093446,PTPR,WB,6900,LSB,2023/188/15:04:47,2023/188/15:07:59
2023/188/15:25:20 Q980 23 FBK     AOS,034938
2023/188/15:25:50 R000 18 WAL     CMT,GAC,2B,XFR,END
2023/188/15:25:50 R010 18 WAL     XFR,END,GAC,2B,093446
2023/188/15:44:10 R090 19     S C REC,START,GAC,4A
2023/188/15:48:15 R140 19 SVL     RECEIVE,HRPT,074284,LSB,SPATH7,WB,850
2023/188/15:48:25 R150 19 SVL     INGEST,HRPT,074284,WB,0,DPSS
2023/188/15:48:35 R160 19 SVL     RECEIVE,GAC,3A,MSB,SPATH5,PTPR,5485
2023/188/15:50:05 R240 19     S C REC,END,GAC,3A
2023/188/15:50:10 R250 19 SVL     AOSH,074284
2023/188/15:50:30 R280 19 SVL     CMT,HRPT,074284,LSB
2023/188/15:50:35 R290 19 SVL     TAPE,LOG,HRPT,074284,LSB,SPATH7,WB,850
2023/188/15:50:40 R300 19 SVL     TAPE,LOG,GAC,3A,MSB,SPATH5,PTPR,5485
2023/188/15:51:10 R320 01 WAL     AOS,056046
2023/188/15:51:40 R350 19 SVL S C PBK,START,GAC,3A,MSB
2023/188/15:52:40 R390 01 WAL     CMT,MHRPT,056046,NW in use
2023/188/15:54:17 R420 19 SVL S C PBK,END,GAC,3A,MSB
2023/188/15:55:40 A000 15 MON     AOSH,030819
2023/188/15:56:05 R430 15     S C REC,START,GAC,1A
2023/188/15:56:30 A010 15 MON     CMT,HRPT,030819
2023/188/16:02:00 R440 15     S C REC,END,GAC,3B
2023/188/16:03:40 R470 01 WAL     CMT,MHRPT,END
2023/188/16:05:40 R520 19 SVL     CMT,HRPT,END
2023/188/16:08:56 A020 15 MON     CMT,HRPT,END
2023/188/16:09:29 A000 19 MON     AOSH,074284
2023/188/16:10:19 A010 19 MON     CMT,HRPT,074284
2023/188/16:21:45 A020 19 MON     CMT,HRPT,END
2023/188/16:28:40 R620 24 FBK     AOS,012271
2023/188/16:43:15 R750 18     S C REC,START,GAC,2B
2023/188/16:47:32 A000 03 MON     AOSH,024204
2023/188/16:48:22 A010 03 MON     CMT,HRPT,024204
2023/188/16:49:10 R800 18     S C REC,END,GAC,3B
2023/188/16:58:43 A020 03 MON     CMT,HRPT,END
2023/188/17:21:50 R870 15     S C REC,START,GAC,4A
2023/188/17:23:25 R890 15 FBK     RECEIVE,HRPT,030820,MSB,FPATH2,NB,710
2023/188/17:23:35 R900 15 FBK     RECEIVE,GAC,1A,ESB,FPATH3,PTPR,5490
2023/188/17:27:45 R920 15     S C REC,END,GAC,1A
2023/188/17:27:50 R930 15 FBK     AOSL,030820
2023/188/17:28:40 R960 15 FBK     CMT,HRPT,030820,MSB
2023/188/17:28:45 R970 15 FBK     TAPE,LOG,HRPT,030820,MSB,FPATH2,NB,710
2023/188/17:28:50 R980 15 FBK     TAPE,LOG,GAC,1A,ESB,FPATH3,PTPR,5490
2023/188/17:29:50 S040 15 FBK S C PBK,START,GAC,1A,ESB
2023/188/17:32:27 S080 15 FBK S C PBK,END,GAC,1A,ESB
2023/188/17:32:27 S090 15 FBK     RECEIVE,GAC,3B,ESB,FPATH3,PTPR,6900
2023/188/17:32:32 S100 15 FBK     TAPE,LOG,GAC,3B,ESB,FPATH3,PTPR,6900
2023/188/17:32:37 S110 15 FBK S C PBK,START,GAC,3B,ESB
2023/188/17:33:25 S120 19     S C REC,START,GAC,5B
2023/188/17:34:29 A000 01 MON     AOSH,056047
2023/188/17:35:19 A010 01 MON     CMT,HRPT,056047
2023/188/17:35:49 S130 15 FBK S C PBK,END,GAC,3B,ESB
2023/188/17:37:35 S150 19 FBK     RECEIVE,HRPT,074285,LSB,FPATH1,WB,690
2023/188/17:37:45 S160 19 FBK     INGEST,HRPT,074285,WB,SPATH2,DPSS
2023/188/17:37:55 S170 19 FBK     RECEIVE,GAC,4A,MSB,FPATH7,PTPR,6900
2023/188/17:39:20 S180 19     S C REC,END,GAC,4A
2023/188/17:41:30 S210 15 FBK     CMT,HRPT,END
2023/188/17:42:00 S220 19 FBK     AOSH,074285
2023/188/17:43:00 S260 19 FBK     CMT,HRPT,074285,LSB
2023/188/17:43:05 S300 19 FBK     TAPE,LOG,HRPT,074285,LSB,FPATH1,WB,690
2023/188/17:43:10 S310 19 FBK     TAPE,LOG,GAC,4A,MSB,FPATH7,PTPR,6900
2023/188/17:44:10 S380 19 FBK S C PBK,START,GAC,4A,MSB
2023/188/17:47:22 S390 19 FBK S C PBK,END,GAC,4A,MSB
2023/188/17:47:45 A020 01 MON     CMT,HRPT,END
2023/188/17:49:53 A000 19 MON     AOSH,074285
2023/188/17:50:43 A010 19 MON     CMT,HRPT,074285
2023/188/17:55:30 S420 19 FBK     CMT,HRPT,END
2023/188/17:57:10 S490 19 FBK     INGEST,GAC,4A,074285,WB,SPATH2,DPSS,6900
2023/188/17:57:15 S500 19 FBK     XFR,START,GAC,4A,074285,PTPR,WB,6900,MSB,2023/188/17:44:10,2023/188/17:47:22
2023/188/17:57:59 A000 19 HAW     AOSH,074285
2023/188/17:58:49 A010 19 HAW     CMT,HRPT,074285
2023/188/18:00:27 S520 19 FBK     CMT,GAC,4A,XFR,END
2023/188/18:00:27 S530 19 FBK     XFR,END,GAC,4A,074285
2023/188/18:01:50 S550 11 FBK     AOS,060586
2023/188/18:02:41 A020 19 MON     CMT,HRPT,END
2023/188/18:05:10 S610 24 KRN     AOS,012272
2023/188/18:06:16 A020 19 HAW     CMT,HRPT,END
2023/188/18:15:20 S710 15 FBK     INGEST,GAC,1A,030820,WB,SPATH2,DPSS,5490
2023/188/18:15:25 S720 15 FBK     XFR,START,GAC,1A,030820,PTPR,WB,5490,ESB,2023/188/17:29:50,2023/188/17:32:27
2023/188/18:18:02 S730 15 FBK     CMT,GAC,1A,XFR,END
2023/188/18:18:02 S740 15 FBK     XFR,END,GAC,1A,030820
2023/188/18:18:17 S760 15 FBK     INGEST,GAC,3B,030820,WB,SPATH2,DPSS,6900
2023/188/18:18:22 S770 15 FBK     XFR,START,GAC,3B,030820,PTPR,WB,6900,ESB,2023/188/17:32:37,2023/188/17:35:49
2023/188/18:19:20 S780 03 FBK     AOS,024205
2023/188/18:20:20 S800 03 FBK     CMT,MHRPT,024205,NW in use
2023/188/18:21:34 S840 15 FBK     CMT,GAC,3B,XFR,END
2023/188/18:21:34 S850 15 FBK     XFR,END,GAC,3B,030820
2023/188/18:21:49 S870 15 FBK     INGEST,HRPT,0,030820,WB,SPATH2,DPSS,710
2023/188/18:21:54 S880 15 FBK     XFR,START,HRPT,0,030820,PTPR,WB,710
2023/188/18:26:53 A000 03 MON     AOSH,024205
2023/188/18:27:43 A010 03 MON     CMT,HRPT,024205
2023/188/18:27:59 S910 15 FBK     CMT,HRPT,0,XFR,END
2023/188/18:27:59 S920 15 FBK     XFR,END,HRPT,0,030820
2023/188/18:32:20 T000 03 FBK     CMT,MHRPT,END
2023/188/18:32:30 T010 18     S C REC,START,GAC,1B
2023/188/18:38:25 T040 18     S C REC,END,GAC,2B
2023/188/18:39:54 A020 03 MON     CMT,HRPT,END
2023/188/18:50:00 T100 23 GEN     AOS,034940
2023/188/19:07:10 T180 01 FBK     AOS,056048
2023/188/19:08:00 T210 01 FBK     CMT,MHRPT,056048,NW in use
2023/188/19:11:05 T320 15     S C REC,START,GAC,2B
2023/188/19:15:27 A000 01 MON     AOSH,056048
2023/188/19:16:17 A010 01 MON     CMT,HRPT,056048
2023/188/19:17:00 T340 19     S C REC,START,GAC,1A
2023/188/19:17:00 T350 15     S C REC,END,GAC,4A
2023/188/19:18:35 T370 19 FBK     RECEIVE,HRPT,074286,LSB,FPATH1,WB,780
2023/188/19:18:45 T380 19 FBK     INGEST,HRPT,074286,WB,SPATH2,DPSS
2023/188/19:18:55 T390 19 FBK     RECEIVE,GAC,5B,MSB,FPATH2,PTPR,6560
2023/188/19:20:40 T420 01 FBK     CMT,MHRPT,END
2023/188/19:22:55 T460 19     S C REC,END,GAC,5B
2023/188/19:23:00 T470 19 FBK     AOSH,074286
2023/188/19:23:40 T500 19 FBK     CMT,HRPT,074286,LSB
2023/188/19:23:45 T510 19 FBK     TAPE,LOG,HRPT,074286,LSB,FPATH1,WB,780
2023/188/19:23:50 T520 19 FBK     TAPE,LOG,GAC,5B,MSB,FPATH2,PTPR,6560
2023/188/19:24:50 T580 19 FBK S C PBK,START,GAC,5B,MSB
2023/188/19:25:59 A020 01 MON     CMT,HRPT,END
2023/188/19:27:54 T610 19 FBK S C PBK,END,GAC,5B,MSB
2023/188/19:36:12 A000 19 HAW     AOSH,074286
2023/188/19:37:02 A010 19 HAW     CMT,HRPT,074286
2023/188/19:37:40 T650 19 FBK     CMT,HRPT,END
2023/188/19:39:20 T720 19 FBK     INGEST,GAC,5B,074286,WB,SPATH2,DPSS,6560
2023/188/19:39:25 T730 19 FBK     XFR,START,GAC,5B,074286,PTPR,WB,6560,MSB,2023/188/19:24:50,2023/188/19:27:54
2023/188/19:40:00 T740 11 FBK     AOS,060587
2023/188/19:42:29 T780 19 FBK     CMT,GAC,5B,XFR,END
2023/188/19:42:29 T790 19 FBK     XFR,END,GAC,5B,074286
2023/188/19:49:31 A020 19 HAW     CMT,HRPT,END
2023/188/19:51:50 T830 18     S C REC,START,GAC,4A
2023/188/19:53:25 T850 18 FBK     RECEIVE,HRPT,093449,HSB,FPATH3,WB,710
2023/188/19:53:35 T860 18 FBK     INGEST,HRPT,093449,WB,SPATH2,DPSS
2023/188/19:53:45 T890 18 FBK     RECEIVE,GAC,1B,LSB,FPATH1,PTPR,5105
2023/188/19:53:55 T900 18 FBK     RECEIVE,GAC,2B,MSB,FPATH2,PTPR,6900
2023/188/19:57:45 T960 18     S C REC,END,GAC,1B
2023/188/19:57:50 T970 18 FBK     AOSL,093449
2023/188/19:58:00 U000 24 KRN     AOS,012273
2023/188/19:58:50 U020 18 FBK     CMT,HRPT,093449,HSB
2023/188/19:58:55 U030 18 FBK     TAPE,LOG,HRPT,093449,HSB,FPATH3,WB,710
2023/188/19:59:00 U040 18 FBK     TAPE,LOG,GAC,1B,LSB,FPATH1,PTPR,5105
2023/188/19:59:05 U050 18 FBK     TAPE,LOG,GAC,2B,MSB,FPATH2,PTPR,6900
2023/188/20:00:00 U110 18 FBK S C PBK,START,GAC,1B,LSB
2023/188/20:00:15 U120 18 FBK S C PBK,START,GAC,2B,MSB
2023/188/20:02:28 U150 18 FBK S C PBK,END,GAC,1B,LSB
2023/188/20:02:28 U160 18 FBK     RECEIVE,GAC,3B,LSB,FPATH1,PTPR,6900
2023/188/20:02:33 U170 18 FBK     TAPE,LOG,GAC,3B,LSB,FPATH1,PTPR,6900
2023/188/20:02:38 U180 18 FBK S C PBK,START,GAC,3B,LSB
2023/188/20:03:27 U200 18 FBK S C PBK,END,GAC,2B,MSB
2023/188/20:05:50 U210 18 FBK S C PBK,END,GAC,3B,LSB
2023/188/20:06:02 A000 18 MON     AOSH,093449
2023/188/20:06:52 A010 18 MON     CMT,HRPT,093449
2023/188/20:11:40 U240 18 FBK     CMT,HRPT,END
2023/188/20:13:40 U320 18 FBK     INGEST,GAC,1B,093449,WB,SPATH2,DPSS,5105
2023/188/20:13:45 U330 18 FBK     XFR,START,GAC,1B,093449,PTPR,WB,5105,LSB,2023/188/20:00:00,2023/188/20:02:28
2023/188/20:16:12 U340 18 FBK     CMT,GAC,1B,XFR,END
2023/188/20:16:12 U350 18 FBK     XFR,END,GAC,1B,093449
2023/188/20:16:27 U370 18 FBK     INGEST,GAC,2B,093449,WB,SPATH2,DPSS,6900
